repeat,k,ari
241,4,0.939662806508372
241,5,0.946408670427533
241,6,0.8524413189858127
241,7,0.9406490387317479
241,8,0.7523231186202632
241,9,0.7047699847679773
241,10,0.7951905851410015
242,2,0.06284858553158974
242,3,0.3113604350433447
242,4,0.6737385135634089
242,5,0.8575571633685666
242,6,0.9175735019745166
242,7,0.9147020830477072
242,8,0.8127476119983102
242,9,0.7125266030159912
242,10,0.8070175438596491
243,2,0.30720953278116936
243,3,0.6957570832833615
243,4,0.722401012608601
243,5,0.691459390548889
243,6,0.7060701535308094
243,7,0.6946554992982598
243,8,0.5945969053945447
243,9,0.5605134747238373
243,10,0.5807762967595669
244,2,0.3538998750383622
244,3,0.7543786116716876
244,4,0.7645789605580838
244,5,0.7383639762700608
244,6,0.7594887569591453
244,7,0.7494696074383107
244,8,0.6416058208917346
244,9,0.6706512100804676
244,10,0.6883334577511147
245,2,1.0
245,3,1.0
245,4,1.0
245,5,1.0
245,6,0.9072080436038079
245,7,1.0
245,8,0.7746860001537056
245,9,0.8667894400356101
245,10,0.9773543427746927
246,2,0.4573948788216151
246,3,0.5270001449141712
246,4,0.5831923950633714
246,5,0.6755543421089983
246,6,0.7267565837996
246,7,0.7450331577908708
246,8,0.626085472425259
246,9,0.6083300050489446
246,10,0.5435600130627856
247,2,0.4851933910944513
247,3,0.533065094225668
247,4,0.5963591963637505
247,5,0.6862277115913161
247,6,0.7326988666431946
247,7,0.7562957396638077
247,8,0.5421784807822054
247,9,0.5774756728417697
247,10,0.5753301060156507
248,2,0.2844752818733738
248,3,0.5216671742951609
248,4,0.3774882039770281
248,5,0.5597649014303896
248,6,0.5634571176961698
248,7,0.5674198783121637
248,8,0.5865101646916935
248,9,0.503411755033045
248,10,0.6524381532239453
249,2,0.7369439308410987
249,3,0.7595893340938258
249,4,0.7648961469988786
249,5,0.6976790386940407
249,6,0.5812128061146861
249,7,0.590461010197556
249,8,0.5542362741188854
249,9,0.5751255310930862
249,10,0.6502802468055902
250,2,0.06284858553158974
250,3,0.40026754852023916
250,4,0.5628603167737798
250,5,0.677037930348165
250,6,0.7289383818603491
250,7,0.7387762664434804
250,8,0.6308693940731677
250,9,0.6449703604799943
250,10,0.4861447938615672
251,2,0.5138096559663675
251,3,0.32554425058659026
251,4,0.6683343235362288
251,5,0.7947283951607268
251,6,0.8511611336311747
251,7,0.8635950793640986
251,8,0.6198696157733937
251,9,0.6217418714357142
251,10,0.76062295712363
252,2,0.10659315954737873
252,3,0.45488488744567684
252,4,0.6076671886374078
252,5,0.665840832225095
252,6,0.6938202584366466
252,7,0.6496605245218733
252,8,0.5618840550626282
252,9,0.5060442913703737
252,10,0.5340226690737975
253,2,0.3301457535887802
253,3,0.8032948376136663
253,4,0.8186359896074242
253,5,0.7640748887565729
253,6,0.8460546876243543
253,7,0.8597515548376733
253,8,0.6820251851611753
253,9,0.6368975953471596
253,10,0.7189256184315523
254,2,0.4851933910944513
254,3,0.3021499807801848
254,4,0.635523718987891
254,5,0.7060833381009767
254,6,0.7582865607804193
254,7,0.8417975164235896
254,8,0.6425587807925043
254,9,0.7284503001831739
254,10,0.7347260515574496
255,2,0.8448338943900694
255,3,0.8420501725442974
255,4,0.8197329418065469
255,5,0.7529637569026876
255,6,0.5760149696035596
255,7,0.6116588101375556
255,8,0.7157439508911504
255,9,0.6075984699425121
255,10,0.6935515588936461
256,2,0.7026262626262626
256,3,0.7285727832003265
256,4,0.5805728652785133
256,5,0.7078453308730024
256,6,0.7394841339778518
256,7,0.5403465913428506
256,8,0.48849839434141634
256,9,0.44493250238888504
256,10,0.5403570338724443
257,2,0.8824200963560147
257,3,0.8530765787902795
257,4,0.6318101398908949
257,5,0.9019897785988756
257,6,0.861834837195473
257,7,0.9177023934776181
257,8,0.6683257103590244
257,9,0.6970384532408889
257,10,0.8916974683041214
258,2,0.06284858553158974
258,3,0.3113604350433447
258,4,0.6836744923040424
258,5,0.7997102880125596
258,6,0.8476573546977344
258,7,0.9019557453231223
258,8,0.6446996221064095
258,9,0.6054811759359597
258,10,0.6559516922186868
259,2,0.06284858553158974
259,3,0.4606857307463448
259,4,0.6530611374231386
259,5,0.7246693415242066
259,6,0.7887137057336755
259,7,0.8075683574582536
259,8,0.5935674230097606
259,9,0.5141954615327792
259,10,0.5930433579973723
260,2,0.12080808080808081
260,3,0.4827944981788203
260,4,0.5769231646910703
260,5,0.7097850627133959
260,6,0.7342623626798522
260,7,0.7397852916695982
260,8,0.6387760686826396
260,9,0.6018519340548123
260,10,0.6865621699622515
261,2,0.4851933910944513
261,3,0.5412589446102518
261,4,0.6826499506455778
261,5,0.8005424025189666
261,6,0.8691489400225237
261,7,0.8796565611013626
261,8,0.6789729088768819
261,9,0.6471148587495127
261,10,0.7462123404994364
262,2,0.3538998750383622
262,3,0.8217963119584561
262,4,0.8403941780149026
262,5,0.7805920822854533
262,6,0.8237651059786962
262,7,0.8625647264608965
262,8,0.7023292582285657
262,9,0.6744911275697846
262,10,0.7575578144017895
263,2,0.7369480537608971
263,3,0.7597777476200058
263,4,0.799381523694183
263,5,0.7346212401525418
263,6,0.7997268520871058
263,7,0.5959306461214618
263,8,0.572962528344171
263,9,0.6169402161267938
263,10,0.6960135702596209
264,2,0.7370098820529168
264,3,0.7250686249429107
264,4,0.6159799144652389
264,5,0.7657463982400456
264,6,0.8489506513947501
264,7,0.8891234696390495
264,8,0.6433227957609722
264,9,0.6238688669664527
264,10,0.8183151741822783
265,2,0.30720953278116936
265,3,0.7869670611721089
265,4,0.5288868663800005
265,5,0.7552966967728509
265,6,0.8205400485078601
265,7,0.8266851437564268
265,8,0.7507484111945762
265,9,0.7819667686693195
265,10,0.7845609250097927
266,2,0.9208031161549398
266,3,0.8822358190986842
266,4,0.8523235963951938
266,5,0.8491733818505708
266,6,0.7573857429182353
266,7,0.846509636529941
266,8,0.672507577501695
266,9,0.6684871316055049
266,10,0.7288769680693916
267,2,0.4851933910944513
267,3,0.5167448983248091
267,4,0.6136083132151746
267,5,0.7312189483596256
267,6,0.7756212775928508
267,7,0.8269361663614689
267,8,0.6658405371617282
267,9,0.6240174146882937
267,10,0.751602051194515
268,2,0.9208006335949313
268,3,0.8966545902909666
268,4,0.8791079140966074
268,5,0.7695454015345483
268,6,0.7708266175057829
268,7,0.8026237845123335
268,8,0.5436031354561871
268,9,0.5357334232625692
268,10,0.606430155210643
269,2,0.9599960816486464
269,3,0.8534966998474873
269,4,0.8468861461547319
269,5,0.862565440612286
269,6,0.7873547674549164
269,7,0.8514168804892109
269,8,0.644497996646943
269,9,0.8374427164586583
269,10,0.8116917038459366
270,2,0.45727589503222427
270,3,0.54631234976863
270,4,0.6352679570005658
270,5,0.7716308055456794
270,6,0.8270858397053503
270,7,0.62966638674708
270,8,0.6182382390665729
270,9,0.6158112133728911
270,10,0.6142351793120273
271,2,0.43028068614452614
271,3,0.47218946341858586
271,4,0.5276289788969317
271,5,0.661997141078583
271,6,0.6918647954576936
271,7,0.7169414688287133
271,8,0.5231240897422094
271,9,0.5229322150627096
271,10,0.5842644304118606
272,2,0.06284858553158974
272,3,0.4606857307463448
272,4,0.5148089785653632
272,5,0.6123157462346174
272,6,0.6864939941845578
272,7,0.688516915769402
272,8,0.651212280278633
272,9,0.6670702179176755
272,10,0.6307623452185589
273,2,0.06284858553158974
273,3,0.2789739208498387
273,4,0.3003060038201064
273,5,0.36405179064818577
273,6,0.46225300089918997
273,7,0.44858330502154176
273,8,0.47345327950589144
273,9,0.3683856831252645
273,10,0.42997648957333445
274,2,0.5139162456110302
274,3,0.5217963225706391
274,4,0.626410458432175
274,5,0.7294207273216882
274,6,0.7830374230943646
274,7,0.7966987358308272
274,8,0.6173785982229075
274,9,0.5740101818340457
274,10,0.6481969369911376
275,2,0.8824200963560147
275,3,0.8530765787902795
275,4,0.6318101398908949
275,5,0.8774245037856302
275,6,0.8365525159225001
275,7,0.8979295464918469
275,8,0.7148172098999757
275,9,0.7411955225862286
275,10,0.7767478963121929
276,2,0.4851933910944513
276,3,0.3111044295268556
276,4,0.6291007625418006
276,5,0.6957451879490896
276,6,0.7556129910173405
276,7,0.8362790308661453
276,8,0.630946296189354
276,9,0.5989986495967964
276,10,0.6759503274907595
277,2,0.9208006335949313
277,3,0.9161377954042267
277,4,0.8791624124308922
277,5,0.8228328060000446
277,6,0.8379858649165033
277,7,0.8431991220248303
277,8,0.6437320084242536
277,9,0.6152096265401542
277,10,0.698678461188984
278,2,0.22291854230034322
278,3,0.6205031610459046
278,4,0.6723957265701741
278,5,0.6151068377116142
278,6,0.6747544323983123
278,7,0.6969716293514095
278,8,0.5653829468292253
278,9,0.5211604011523809
278,10,0.5591182364729459
279,2,0.24253998287130416
279,3,0.6301158737457997
279,4,0.43406464025010394
279,5,0.5930436689006382
279,6,0.6267204755660495
279,7,0.6588354969348801
279,8,0.6249514685272465
279,9,0.5520058302120231
279,10,0.6254811013520182
280,2,0.4850885562017733
280,3,0.5402718755695844
280,4,0.6481876332622601
280,5,0.8105063259122574
280,6,0.8791557416580005
280,7,0.6664983477311119
280,8,0.8558728506544911
280,9,0.8476977228843829
280,10,0.8428212162780064
281,2,0.3301457535887802
281,3,0.8974447334507192
281,4,0.9114213528981793
281,5,0.9197858919936134
281,6,0.8798784224032808
281,7,0.9302399770413294
281,8,0.7522969563580499
281,9,0.7475463165482696
281,10,0.9001067949174337
282,2,0.9208006335949313
282,3,0.923985607734678
282,4,0.900733986938197
282,5,0.8941657209548178
282,6,0.890147288404424
282,7,0.8903486246706622
282,8,0.6627560999743138
282,9,0.6598027983619345
282,10,0.7566264406595754
283,2,0.6045048763898703
283,3,0.4152535630284351
283,4,0.6201285845355028
283,5,0.7390667424300402
283,6,0.8177085738604433
283,7,0.8672448264948541
283,8,0.6840479248890958
283,9,0.6482705492101125
283,10,0.731919129509491
284,2,0.7369439308410987
284,3,0.7400668735750047
284,4,0.7636993175932704
284,5,0.7028142080307392
284,6,0.5757628828853767
284,7,0.5827724504493763
284,8,0.5608009713141073
284,9,0.5537102155536696
284,10,0.6295754026354319
285,2,0.2850914727680806
285,3,0.8182949624818923
285,4,0.842046567553928
285,5,0.7762721198555625
285,6,0.8441767797412976
285,7,0.8577795923922289
285,8,0.676319193413586
285,9,0.8804140432376101
285,10,0.8606142817031859
286,2,0.5138096559663675
286,3,0.32554425058659026
286,4,0.6683343235362288
286,5,0.781649108620512
286,6,0.8373758889819403
286,7,0.6267706861940778
286,8,0.6685690337166452
286,9,0.6924804460621079
286,10,0.7212125707786267
287,2,0.04253544254334549
287,3,0.3266184653281985
287,4,0.5512915231149803
287,5,0.6826028000425318
287,6,0.751501692987157
287,7,0.7492738449704573
287,8,0.5607332309350007
287,9,0.5064674143522581
287,10,0.5754935736054061
288,2,0.3301457535887802
288,3,0.8291770958223944
288,4,0.8611509881822059
288,5,0.8031767751552207
288,6,0.7786587762084191
288,7,0.8064598172088863
288,8,0.5908794688666826
288,9,0.7388022631808905
288,10,0.7133268713765797
289,2,0.06284858553158974
289,3,0.32468942707656057
289,4,0.47506143638045817
289,5,0.5379497657233445
289,6,0.5953649005090759
289,7,0.6154070275624963
289,8,0.4639175195876579
289,9,0.4518395370809071
289,10,0.4919999424973405
290,2,0.4573948788216151
290,3,0.9031851965555304
290,4,0.877214450052142
290,5,0.8718145843280382
290,6,0.7742744850549055
290,7,0.8677536537316762
290,8,0.699976456955467
290,9,0.6965091398094854
290,10,0.7176502935740862
291,2,0.4851933910944513
291,3,0.5167448983248091
291,4,0.6605344353828407
291,5,0.7811192279890623
291,6,0.8486030369944193
291,7,0.8588486463231839
291,8,0.7774556390820104
291,9,0.8307752476493143
291,10,0.8231738683127572
292,2,0.22291854230034322
292,3,0.6432685199511751
292,4,0.5361138682865245
292,5,0.6871248814450408
292,6,0.7570230080480481
292,7,0.567635705459078
292,8,0.5889212976223364
292,9,0.5965811546304297
292,10,0.6584266163248718
293,2,0.9208006335949313
293,3,0.9161377954042267
293,4,0.9018806264354415
293,5,0.9086369785648384
293,6,0.8179850086074694
293,7,0.8373948230616008
293,8,0.7096422665268913
293,9,0.6713667601946384
293,10,0.6819239216603636
294,2,0.6691414645181857
294,3,0.6719607916165484
294,4,0.5952678898061509
294,5,0.7239881442922387
294,6,0.8024180219430365
294,7,0.8371786164011565
294,8,0.5773990809767563
294,9,0.5403421843292198
294,10,0.6173281139090162
295,2,0.06284858553158974
295,3,0.27982619753914145
295,4,0.6265878789211248
295,5,0.7538849254992729
295,6,0.8347754147273639
295,7,0.848025744457686
295,8,0.6108263505742295
295,9,0.6057410475340894
295,10,0.6963815086544626
296,2,0.7369439308410987
296,3,0.7595893340938258
296,4,0.7859390517524913
296,5,0.7208683865875907
296,6,0.5964249962570786
296,7,0.5759298384277485
296,8,0.5530967074102393
296,9,0.5738749577765211
296,10,0.650100211165236
297,2,0.3301457535887802
297,3,0.8032948376136663
297,4,0.5603058403623674
297,5,0.7640748887565729
297,6,0.8315086738565768
297,7,0.8416946286187968
297,8,0.6645219843443593
297,9,0.6301853220139633
297,10,0.7105186014284192
298,2,0.06284858553158974
298,3,0.39976470060633007
298,4,0.41606874433629576
298,5,0.5644739914107191
298,6,0.6355249949150652
298,7,0.661089749096406
298,8,0.5283894070840325
298,9,0.4862787419610607
298,10,0.5290083556676651
299,2,0.22444941185092895
299,3,0.648346653535851
299,4,0.6452837719408798
299,5,0.6083095810035737
299,6,0.6169017170942446
299,7,0.6311019614687384
299,8,0.39831123258906564
299,9,0.44292115978801333
299,10,0.5625508148043409
300,2,0.9599960816486464
300,3,0.9307001283330957
300,4,0.9021577568335053
300,5,0.8356141772620271
300,6,0.8201056721925583
300,7,0.8179811323359433
300,8,0.5513796575488349
300,9,0.5542729845145788
300,10,0.6314701576091637
301,2,0.28441921184364993
301,3,0.37691088603625555
301,4,0.4875116077356782
301,5,0.7371460358427077
301,6,0.7471743520160032
301,7,0.745759487650994
301,8,0.5571842670002958
301,9,0.5549514624723332
301,10,0.6945148917440422
302,2,0.07344715387708843
302,3,0.5028131017060966
302,4,0.5535053449656575
302,5,0.7206731223468335
302,6,0.8045123554071647
302,7,0.8030668803955271
302,8,0.703992929599388
302,9,0.6627214249064971
302,10,0.7464685748195874
303,2,0.3543852647240511
303,3,0.7839421624953973
303,4,0.7733708524607892
303,5,0.729263592835976
303,6,0.7416395734107727
303,7,0.7386771078506852
303,8,0.6214310117407913
303,9,0.5431324697603983
303,10,0.6201350331518517
304,2,0.13568646235723344
304,3,0.5412589446102518
304,4,0.6775649703387335
304,5,0.9306108456553169
304,6,0.9328424375658956
304,7,0.9304758566672698
304,8,0.8460006585437304
304,9,0.817076503530591
304,10,0.7324561697787857
305,2,0.18769508480312888
305,3,0.6981902082538373
305,4,0.6291396371165504
305,5,0.6061619610973419
305,6,0.6011976666253444
305,7,0.6207591479155911
305,8,0.4353723621991444
305,9,0.4821722578069019
305,10,0.5936583124182544
306,2,0.4575307964287444
306,3,0.3264730895777429
306,4,0.5502482825809535
306,5,0.6001152483560467
306,6,0.6225005783544375
306,7,0.4719989210705922
306,8,0.4029156616151585
306,9,0.4189498978069933
306,10,0.5115112674584654
307,2,0.3301457535887802
307,3,0.7347551641043782
307,4,0.7415139912283654
307,5,0.7167159850186438
307,6,0.7384378837738795
307,7,0.7278928722483713
307,8,0.6179591946412923
307,9,0.6463674283352486
307,10,0.6696964176062943
308,2,0.5138096559663675
308,3,0.5643909847873373
308,4,0.6232438237148702
308,5,0.7292947513032247
308,6,0.8080708838097654
308,7,0.8270209284707827
308,8,0.648234149302513
308,9,0.6227804804677612
308,10,0.6284370979236333
309,2,0.3301457535887802
309,3,0.7760618126210237
309,4,0.7891046533921284
309,5,0.7067237408104668
309,6,0.7626519672072547
309,7,0.767553909352779
309,8,0.6358245657768795
309,9,0.6103063946718256
309,10,0.7719931940419028
310,2,0.7720997823854144
310,3,0.7909321900554138
310,4,0.5375668991010474
310,5,0.7474643597041456
310,6,0.8133885160713764
310,7,0.6080020858846356
310,8,0.5907666514301179
310,9,0.6341037277292704
310,10,0.7151290844907524
311,2,0.6044304959881046
311,3,0.6489381766451339
311,4,0.7421213811686259
311,5,0.6910240472094457
311,6,0.7675262221860775
311,7,0.5649085854936873
311,8,0.5314121887254603
311,9,0.48299473042847024
311,10,0.5991268822578386
312,2,0.30705761597864345
312,3,0.771126861933359
312,4,0.778203778824608
312,5,0.7019618512108493
312,6,0.7171014479873264
312,7,0.7551900480563574
312,8,0.5533165975476939
312,9,0.5549800806047576
312,10,0.5651446582965011
313,2,0.8448387581811067
313,3,0.8217963119584561
313,4,0.574480612578346
313,5,0.7805920822854533
313,6,0.8633126312715579
313,7,0.8775576653924352
313,8,0.6213629381251349
313,9,0.6170367709999843
313,10,0.6986573085138846
314,2,0.30720953278116936
314,3,0.7975173618091895
314,4,0.7975905041473954
314,5,0.733651703440269
314,6,0.7988945974083134
314,7,0.8150751716314105
314,8,0.6325176554678213
314,9,0.7362922522158191
314,10,0.6414247280769803
315,2,0.06284858553158974
315,3,0.42765259119200544
315,4,0.6232795771365713
315,5,0.7751413209474783
315,6,0.8298746795671086
315,7,0.6340476206865694
315,8,0.6063508372341992
315,9,0.6543701676428859
315,10,0.7563256867185193
316,2,0.5138096559663675
316,3,0.5401459740154397
316,4,0.6018051580148343
316,5,0.7101679133112996
316,6,0.7878467926847526
316,7,0.8076449236721229
316,8,0.6467005614257674
316,9,0.6983473088923557
316,10,0.7320431575877838
317,2,0.3538998750383622
317,3,0.8484838207955956
317,4,0.8834874300670251
317,5,0.889080129186917
317,6,0.8546745112435408
317,7,0.906364089209486
317,8,0.6505913134414539
317,9,0.6792457759582923
317,10,0.7409426302326907
318,2,0.8080650161849864
318,3,0.8164175907671767
318,4,0.8403228703818885
318,5,0.7733864972942103
318,6,0.8554522604321977
318,7,0.8693972422024688
318,8,0.6936592366235724
318,9,0.6622296367518355
318,10,0.7453507924462704
319,2,0.4573948788216151
319,3,0.5031872838645298
319,4,0.5620230748954059
319,5,0.656809374072072
319,6,0.7182169800259407
319,7,0.7363043307396054
319,8,0.6164752587551396
319,9,0.5970162590056624
319,10,0.696701898264343
320,2,0.06284858553158974
320,3,0.45676057812396736
320,4,0.5681332128220985
320,5,0.7572745823406576
320,6,0.8245866601698763
320,7,0.6044812374629893
320,8,0.6209277198893914
320,9,0.6169402161267938
320,10,0.615084946770368
321,2,0.8448387581811067
321,3,0.8217963119584561
321,4,0.574480612578346
321,5,0.7805920822854533
321,6,0.8369519637598103
321,7,0.850284822160281
321,8,0.6739828548379984
321,9,0.6535220879668922
321,10,0.7344399423206165
322,2,0.5139162456110302
322,3,0.5371755714464883
322,4,0.6369462640354338
322,5,0.7581038327887558
322,6,0.8039543835321682
322,7,0.8565685102683908
322,8,0.6234147857901059
322,9,0.6698482490152285
322,10,0.7519165920446866
323,2,0.6364434029289197
323,3,0.640081540715694
323,4,0.6242364925166981
323,5,0.6809040407540334
323,6,0.7411463219084464
323,7,0.7720693392505563
323,8,0.6042177022924384
323,9,0.5702844868702327
323,10,0.6472333204163716
324,2,0.4850885562017733
324,3,0.3140536848072856
324,4,0.5139364392466197
324,5,0.6120528618452467
324,6,0.6701800241092115
324,7,0.7204037223945553
324,8,0.5245716597621116
324,9,0.5385778600232006
324,10,0.6325889681259
325,2,0.6045048763898703
325,3,0.4152535630284351
325,4,0.6069107536286439
325,5,0.7061810868388022
325,6,0.7578650274527298
325,7,0.8244813602105678
325,8,0.5895219405759491
325,9,0.6278584622431553
325,10,0.6516578849326734
326,2,0.20566239864236086
326,3,0.6230926328722998
326,4,0.5889499216319045
326,5,0.563288535907969
326,6,0.5576418411960403
326,7,0.5759653600337087
326,8,0.3680834130537892
326,9,0.42657837913652996
326,10,0.5313668040119466
327,2,0.08353341175333151
327,3,0.485364104832846
327,4,0.3692503761624061
327,5,0.4044789486878884
327,6,0.4426026905380241
327,7,0.45267737905483996
327,8,0.44292856227223615
327,9,0.3862462689674022
327,10,0.4431316305504447
328,2,0.22291854230034322
328,3,0.6042226814058628
328,4,0.5044524853321712
328,5,0.623215722458789
328,6,0.6797631011517795
328,7,0.708856592781986
328,8,0.5896193451213989
328,9,0.5517018491543322
328,10,0.5782509784985361
329,2,0.6691414645181857
329,3,0.6462513282202397
329,4,0.5449939442430743
329,5,0.6610974896336301
329,6,0.7110336839021615
329,7,0.7413468901926664
329,8,0.4954892979368229
329,9,0.4645998303569904
329,10,0.5344989725192435
330,2,0.06284858553158974
330,3,0.4606857307463448
330,4,0.5591415450278117
330,5,0.6864959307515691
330,6,0.5877589719278915
330,7,0.5953797713687274
330,8,0.6735965696684151
330,9,0.7024199529599944
330,10,0.6993940122895581
331,2,0.7720997823854144
331,3,0.7909321900554138
331,4,0.8171880560454694
331,5,0.8269650015315906
331,6,0.7885100610779984
331,7,0.8001725536337801
331,8,0.5624154171214655
331,9,0.6349928278560228
331,10,0.7167330785286384
332,2,0.06284858553158974
332,3,0.3021499807801848
332,4,0.658787634165361
332,5,0.7712136426986925
332,6,0.852762115959658
332,7,0.8705526201419874
332,8,0.8005773982824848
332,9,0.8503055052100005
332,10,0.6776573445860224
333,2,0.4305660659786613
333,3,0.4825655385703017
333,4,0.5518674755144084
333,5,0.669768352497472
333,6,0.7388511813498291
333,7,0.7360472649664022
333,8,0.6301125289373044
333,9,0.5756510244730032
333,10,0.6507760532150776
334,2,0.4851933910944513
334,3,0.5669035459739494
334,4,0.7099507325599367
334,5,0.8288511113219593
334,6,0.8850810453192193
334,7,0.8939281726623033
334,8,0.6368673267864517
334,9,0.6648824120165366
334,10,0.7401983939537081
335,2,0.8080650161849864
335,3,0.7975173618091895
335,4,0.8180941846628752
335,5,0.7564182277320236
335,6,0.8115401040185135
335,7,0.8240297414521489
335,8,0.6567316084021122
335,9,0.6194360099962996
335,10,0.6979953777311544
336,2,0.13568646235723344
336,3,0.5017048892251939
336,4,0.603437774029466
336,5,0.7153041129971573
336,6,0.7795249263393207
336,7,0.7951110553144838
336,8,0.612062606070733
336,9,0.5762445120616178
336,10,0.6514528541027201
337,2,0.06284858553158974
337,3,0.48709132553176115
337,4,0.6727315336669997
337,5,0.7942450441312858
337,6,0.8630433017917907
337,7,0.8772539319902574
337,8,0.7165202474353075
337,9,0.9266049161775385
337,10,0.8284029226857039
338,2,0.3301457535887802
338,3,0.8032948376136663
338,4,0.7985875952599698
338,5,0.7831179702835447
338,6,0.8109299322682796
338,7,0.8277176525183553
338,8,0.6279119415492755
338,9,0.5859175319454306
338,10,0.6618625277161863
339,2,0.06284858553158974
339,3,0.40026754852023916
339,4,0.5630703421760197
339,5,0.7351691544715792
339,6,0.8017825764161185
339,7,0.7979124597394645
339,8,0.6978278445052908
339,9,0.6492757552046431
339,10,0.6639919056971708
340,2,0.8080650161849864
340,3,0.7975173618091895
340,4,0.8180941846628752
340,5,0.8002128334475949
340,6,0.8246927944614959
340,7,0.816626893961019
340,8,0.638053854510147
340,9,0.5940733513017011
340,10,0.6722465502746613
341,2,1.0
341,3,0.7455199198625324
341,4,0.7034668450255991
341,5,0.7726214313275325
341,6,0.8564958233048826
341,7,0.851686947686928
341,8,0.6842709529276694
341,9,0.7416469005033759
341,10,0.6474980219810594
342,2,0.07344715387708843
342,3,0.4725828959411656
342,4,0.6167455035293133
342,5,0.6703040044532889
342,6,0.7471824226900974
342,7,0.5724894422947453
342,8,0.7399283299141589
342,9,0.7276006429185512
342,10,0.7027738687635102
343,2,0.7026542224128787
343,3,0.6798198390026112
343,4,0.5778771345610468
343,5,0.7010506479279361
343,6,0.764021024534901
343,7,0.7921179298285523
343,8,0.6826652878045495
343,9,0.6844092675989323
343,10,0.584539728335192
344,2,0.30720953278116936
344,3,0.745090857689654
344,4,0.7588683374438704
344,5,0.68831040282764
344,6,0.740325861862049
344,7,0.681550882089106
344,8,0.621896057975786
344,9,0.6508631828094981
344,10,0.6497249437150155
345,2,0.2631919632692772
345,3,0.47012780839463075
345,4,0.655517038650751
345,5,0.5683450516927127
345,6,0.6187725859722949
345,7,0.6158227939373837
345,8,0.4925338580141537
345,9,0.4482096691960921
345,10,0.4650569836577244
346,2,0.3306803594351733
346,3,0.8694349525399027
346,4,0.8746924014889884
346,5,0.8815967637119397
346,6,0.6636375108782261
346,7,0.6761431735324128
346,8,0.6588349479004523
346,9,0.6506625611003931
346,10,0.7383336091345358
347,2,0.9208006335949313
347,3,0.9153053276981957
347,4,0.924427371774624
347,5,0.9340623451894795
347,6,0.9330018493704388
347,7,0.9342445596569682
347,8,0.6857160001854746
347,9,0.6128949253791587
347,10,0.6981753326930992
348,2,0.07344715387708843
348,3,0.5028131017060966
348,4,0.6905935167546616
348,5,0.8458153425371729
348,6,0.914202516726176
348,7,0.9112308049234705
348,8,0.7240932840989571
348,9,0.6604911864883766
348,10,0.7493823353096293
349,2,0.3301457535887802
349,3,0.7404747363321166
349,4,0.7689850361486297
349,5,0.6898578482871841
349,6,0.7684644955381991
349,7,0.7796389230373652
349,8,0.6253162214362575
349,9,0.6403945658296385
349,10,0.6738703206744192
350,2,0.8824145678101706
350,3,0.8631406017769949
350,4,0.8604073658166945
350,5,0.8262681486240612
350,6,0.8463248277516833
350,7,0.8123203898975163
350,8,0.6392711280658786
350,9,0.5736814474483336
350,10,0.6529300503824715
351,2,0.06284858553158974
351,3,0.45676057812396736
351,4,0.6369462640354338
351,5,0.8045953870578753
351,6,0.841094569132133
351,7,0.8682363003977701
351,8,0.6685279531360164
351,9,0.6350145464108999
351,10,0.721257416242077
352,2,0.3301457535887802
352,3,0.7245388673297742
352,4,0.7440803967852239
352,5,0.677037930348165
352,6,0.7551727386130656
352,7,0.7659108286802927
352,8,0.6767333170540567
352,9,0.6331282575650998
352,10,0.71378056509991
353,2,0.7369439308410987
353,3,0.7595893340938258
353,4,0.7972234284679321
353,5,0.7341150896597948
353,6,0.6091770622936292
353,7,0.6014704500034739
353,8,0.5499768481458864
353,9,0.6581226935573622
353,10,0.7235688824430538
354,2,0.3538998750383622
354,3,0.8341749339290753
354,4,0.8616775848278324
354,5,0.8813068125105408
354,6,0.8471837924366338
354,7,0.8987795631117902
354,8,0.6327253170797293
354,9,0.6606883427799718
354,10,0.8187500452672215
355,2,0.3783644842654133
355,3,0.43925204236133
355,4,0.5569041301663451
355,5,0.6395502266464484
355,6,0.6069965441679587
355,7,0.6172318054134271
355,8,0.600131249889147
355,9,0.6036839974764143
355,10,0.6055403203370295
356,2,0.5431645430176624
356,3,0.5967688669898681
356,4,0.5848484696663777
356,5,0.6606767948951083
356,6,0.6843106926681866
356,7,0.7579593951455068
356,8,0.6206043468544967
356,9,0.6016822515676342
356,10,0.528947628307072
357,2,0.43006646348180516
357,3,0.4105492272939783
357,4,0.5473860626262864
357,5,0.6853499559420309
357,6,0.7361667503451591
357,7,0.516924726765976
357,8,0.5894223975071177
357,9,0.5811918067111248
357,10,0.5494245583435737
358,2,0.8448338943900694
358,3,0.8556580641253997
358,4,0.856583745185268
358,5,0.7772292137720235
358,6,0.812087938561857
358,7,0.6462886492699796
358,8,0.6192781122240204
358,9,0.6201735180372818
358,10,0.7237925254321256
359,2,0.45727589503222427
359,3,0.5212713684712973
359,4,0.6127829606760794
359,5,0.7244504694129298
359,6,0.7684244244206015
359,7,0.7929314923972447
359,8,0.5658277709449188
359,9,0.6075007903808193
359,10,0.6986680822971326
360,2,0.06284858553158974
360,3,0.4571433111861875
360,4,0.6062780648900027
360,5,0.7301778584664921
360,6,0.7846173378513134
360,7,0.7892064219062188
360,8,0.6159502187114684
360,9,0.6452781465221812
360,10,0.6684937917928281
361,2,0.9208006335949313
361,3,0.6999986053654175
361,4,0.682077253312797
361,5,0.7498994613586816
361,6,0.7905867657719607
361,7,0.8055564820064703
361,8,0.6007913605605051
361,9,0.6833050746784453
